Bias Category,Bias Type,Business as victim,Case Type,Location Type,Open Data Case Number,Primary Offense Type,Report Month/Year,Suspect Age,Suspect Gender,Suspect Race,Victim Age,Victim Gender,Victim Race,Victim Suspect Relationship
,,,BIAS UNFOUNDED,,6e+2016e+10,,January 2016,,,,,,,
,,,BIAS UNFOUNDED,,10717107779,,April 2017,,,,,,,
,,,BIAS UNFOUNDED,,10918109015,,April 2018,,,,,,,
,,,BIAS UNFOUNDED,,11102011167,,January 2020,,,,,,,
,,,BIAS UNFOUNDED,,11319113015,,April 2019,,,,,,,
,,,BIAS UNFOUNDED,,11401611466,,January 2016,,,,,,,
,,,BIAS UNFOUNDED,,11815118547,,April 2015,,,,,,,
,,,BIAS UNFOUNDED,,11817118756,,April 2017,,,,,,,
,,,BIAS UNFOUNDED,,12017120510,,April 2017,,,,,,,
,,,BIAS UNFOUNDED,,12519125777,,April 2019,,,,,,,
,,,BIAS UNFOUNDED,,12601912695,,January 2019,,,,,,,
,,,BIAS UNFOUNDED,,12619126485,,April 2019,,,,,,,
,,,BIAS UNFOUNDED,,12719127960,,April 2019,,,,,,,
,,,BIAS UNFOUNDED,,13817138958,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,14117141110,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,14118141120,,April 2018,,,,,,,
,,,BIAS UNFOUNDED,,14217142454,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,14419144289,,May 2019,,,,,,,
,,,BIAS UNFOUNDED,,14917149030,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,14919149038,,May 2019,,,,,,,
,,,BIAS UNFOUNDED,,15217152540,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,15717157872,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,15901615958,,January 2016,,,,,,,
,,,BIAS UNFOUNDED,,16017160273,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,16119161551,,May 2019,,,,,,,
,,,BIAS UNFOUNDED,,16219162996,,May 2019,,,,,,,
,,,BIAS UNFOUNDED,,16319163965,,May 2019,,,,,,,
,,,BIAS UNFOUNDED,,16517165581,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,17017170511,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,17717177901,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,17718177906,,May 2018,,,,,,,
,,,BIAS UNFOUNDED,,17915179955,,May 2015,,,,,,,
,,,BIAS UNFOUNDED,,18017180175,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,18118181963,,May 2018,,,,,,,
,,,BIAS UNFOUNDED,,18419184166,,June 2019,,,,,,,
,,,BIAS UNFOUNDED,,18519185377,,June 2019,,,,,,,
,,,BIAS UNFOUNDED,,18617186965,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,18816188555,,June 2016,,,,,,,
,,,BIAS UNFOUNDED,,18817188995,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,18818188033,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,18818188226,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,19217192689,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,19519195074,,June 2019,,,,,,,
,,,BIAS UNFOUNDED,,19519195861,,June 2019,,,,,,,
,,,BIAS UNFOUNDED,,19718197848,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,19815198134,,June 2015,,,,,,,
,,,BIAS UNFOUNDED,,20118201513,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,20218202037,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,20317203209,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,20418204225,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,20619206615,,June 2019,,,,,,,
,,,BIAS UNFOUNDED,,20918209059,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,21218212462,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,21402021474,,January 2020,,,,,,,
,,,BIAS UNFOUNDED,,21518215635,,June 2018,,,,,,,
,,,BIAS UNFOUNDED,,21717217241,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,21917219320,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,22317223457,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,22419224942,,July 2019,,,,,,,
,,,BIAS UNFOUNDED,,22717227035,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,23119231821,,July 2019,,,,,,,
,,,BIAS UNFOUNDED,,23317233248,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,23319233697,,July 2019,,,,,,,
,,,BIAS UNFOUNDED,,23417234141,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,23817238391,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,23818238391,,July 2018,,,,,,,
,,,BIAS UNFOUNDED,,24001724003,,January 2017,,,,,,,
,,,BIAS UNFOUNDED,,24018240144,,July 2018,,,,,,,
,,,BIAS UNFOUNDED,,24119241656,,July 2019,,,,,,,
,,,BIAS UNFOUNDED,,24217242566,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,24501624566,,January 2016,,,,,,,
,,,BIAS UNFOUNDED,,25117251108,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,25317253947,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,25517255416,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,25901825938,,January 2018,,,,,,,
,,,BIAS UNFOUNDED,,25917259965,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,26218262971,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,26316263089,,August 2016,,,,,,,
,,,BIAS UNFOUNDED,,26418264142,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,26418264988,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,26616266883,,August 2016,,,,,,,
,,,BIAS UNFOUNDED,,26616266965,,August 2016,,,,,,,
,,,BIAS UNFOUNDED,,26619266129,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,26719267634,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,26817268165,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,26819268668,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,27118271698,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,27119271241,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,27318273019,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,27318273034,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,27517275446,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,27619276690,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,27715277489,,August 2015,,,,,,,
,,,BIAS UNFOUNDED,,27717277159,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,27918279826,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,27919279655,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,28318283562,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,28417284256,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,28618286281,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,28917289368,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,28918289851,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,29019290986,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,29118291816,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,29218292137,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,29517295017,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,29601729642,,January 2017,,,,,,,
,,,BIAS UNFOUNDED,,29719297339,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,29915299930,,August 2015,,,,,,,
,,,BIAS UNFOUNDED,,29918299147,,September 2018,,,,,,,
,,,BIAS UNFOUNDED,,30016300449,,September 2016,,,,,,,
,,,BIAS UNFOUNDED,,30016300637,,September 2016,,,,,,,
,,,BIAS UNFOUNDED,,30019300239,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,30119301411,,September 2019,,,,,,,
,,,BIAS UNFOUNDED,,30617306597,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,30817308931,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,30819308416,,September 2019,,,,,,,
,,,BIAS UNFOUNDED,,31018310178,,September 2018,,,,,,,
,,,BIAS UNFOUNDED,,31317313800,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,31417314586,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,31617316816,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,31619316796,,September 2019,,,,,,,
,,,BIAS UNFOUNDED,,31818318368,,September 2018,,,,,,,
,,,BIAS UNFOUNDED,,31901931907,,January 2019,,,,,,,
,,,BIAS UNFOUNDED,,32117321962,,September 2017,,,,,,,
,,,BIAS UNFOUNDED,,32118321908,,September 2018,,,,,,,
,,,BIAS UNFOUNDED,,32417324386,,October 2017,,,,,,,
,,,BIAS UNFOUNDED,,32915329180,,September 2015,,,,,,,
,,,BIAS UNFOUNDED,,32919329556,,September 2019,,,,,,,
,,,BIAS UNFOUNDED,,33019330609,,September 2019,,,,,,,
,,,BIAS UNFOUNDED,,33417334171,,October 2017,,,,,,,
,,,BIAS UNFOUNDED,,33618336587,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,33916339226,,October 2016,,,,,,,
,,,BIAS UNFOUNDED,,34101934151,,January 2019,,,,,,,
,,,BIAS UNFOUNDED,,34117341152,,October 2017,,,,,,,
,,,BIAS UNFOUNDED,,34818348211,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,34917349065,,October 2017,,,,,,,
,,,BIAS UNFOUNDED,,34918349495,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,34919349935,,October 2019,,,,,,,
,,,BIAS UNFOUNDED,,35117351092,,October 2017,,,,,,,
,,,BIAS UNFOUNDED,,35518355578,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,35519355203,,October 2019,,,,,,,
,,,BIAS UNFOUNDED,,35601735665,,February 2017,,,,,,,
,,,BIAS UNFOUNDED,,35818358851,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,35819358060,,October 2019,,,,,,,
,,,BIAS UNFOUNDED,,36017360647,,November 2017,,,,,,,
,,,BIAS UNFOUNDED,,36317363463,,November 2017,,,,,,,
,,,BIAS UNFOUNDED,,36618366207,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,36716367595,,November 2016,,,,,,,
,,,BIAS UNFOUNDED,,36801736809,,February 2017,,,,,,,
,,,BIAS UNFOUNDED,,36918369835,,October 2018,,,,,,,
,,,BIAS UNFOUNDED,,37219372083,,October 2019,,,,,,,
,,,BIAS UNFOUNDED,,37419374321,,October 2019,,,,,,,
,,,BIAS UNFOUNDED,,37618376794,,November 2018,,,,,,,
,,,BIAS UNFOUNDED,,37619376644,,November 2019,,,,,,,
,,,BIAS UNFOUNDED,,38016380747,,November 2016,,,,,,,
,,,BIAS UNFOUNDED,,38017380383,,November 2017,,,,,,,
,,,BIAS UNFOUNDED,,38118381317,,November 2018,,,,,,,
,,,BIAS UNFOUNDED,,38419384125,,November 2019,,,,,,,
,,,BIAS UNFOUNDED,,38715387720,,November 2015,,,,,,,
,,,BIAS UNFOUNDED,,38717387496,,November 2017,,,,,,,
,,,BIAS UNFOUNDED,,38901938926,,February 2019,,,,,,,
,,,BIAS UNFOUNDED,,39501939553,,February 2019,,,,,,,
,,,BIAS UNFOUNDED,,39517395013,,December 2017,,,,,,,
,,,BIAS UNFOUNDED,,39602039673,,February 2020,,,,,,,
,,,BIAS UNFOUNDED,,39618396428,,November 2018,,,,,,,
,,,BIAS UNFOUNDED,,39719397297,,November 2019,,,,,,,
,,,BIAS UNFOUNDED,,40115401763,,November 2015,,,,,,,
,,,BIAS UNFOUNDED,,40319403532,,November 2019,,,,,,,
,,,BIAS UNFOUNDED,,40619406372,,November 2019,,,,,,,
,,,BIAS UNFOUNDED,,41417414551,,December 2017,,,,,,,
,,,BIAS UNFOUNDED,,41515415879,,December 2015,,,,,,,
,,,BIAS UNFOUNDED,,42019420451,,December 2019,,,,,,,
,,,BIAS UNFOUNDED,,42215422176,,December 2015,,,,,,,
,,,BIAS UNFOUNDED,,42319423680,,December 2019,,,,,,,
,,,BIAS UNFOUNDED,,42618426941,,December 2018,,,,,,,
,,,BIAS UNFOUNDED,,42801842864,,February 2018,,,,,,,
,,,BIAS UNFOUNDED,,43518435034,,December 2018,,,,,,,
,,,BIAS UNFOUNDED,,43618436353,,December 2018,,,,,,,
,,,BIAS UNFOUNDED,,44220204422,,January 2020,,,,,,,
,,,BIAS UNFOUNDED,,47502047503,,February 2020,,,,,,,
,,,BIAS UNFOUNDED,,53301953399,,February 2019,,,,,,,
,,,BIAS UNFOUNDED,,56301756372,,February 2017,,,,,,,
,,,BIAS UNFOUNDED,,60701960765,,February 2019,,,,,,,
,,,BIAS UNFOUNDED,,60902060924,,February 2020,,,,,,,
,,,BIAS UNFOUNDED,,65320206537,,January 2020,,,,,,,
,,,BIAS UNFOUNDED,,65901765984,,March 2017,,,,,,,
,,,BIAS UNFOUNDED,,67001967020,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,67201967223,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,67301767367,,March 2017,,,,,,,
,,,BIAS UNFOUNDED,,68016680993,,September 2016,,,,,,,
,,,BIAS UNFOUNDED,,68401868428,,February 2018,,,,,,,
,,,BIAS UNFOUNDED,,68801768853,,March 2017,,,,,,,
,,,BIAS UNFOUNDED,,68802068883,,February 2020,,,,,,,
,,,BIAS UNFOUNDED,,71201971210,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,71502071596,,March 2020,,,,,,,
,,,BIAS UNFOUNDED,,71701871715,,March 2018,,,,,,,
,,,BIAS UNFOUNDED,,75701775722,,March 2017,,,,,,,
,,,BIAS UNFOUNDED,,77301877305,,March 2018,,,,,,,
,,,BIAS UNFOUNDED,,77901777912,,March 2017,,,,,,,
,,,BIAS UNFOUNDED,,80017800147,,January 2017,,,,,,,
,,,BIAS UNFOUNDED,,80217802108,,May 2017,,,,,,,
,,,BIAS UNFOUNDED,,80217802109,,June 2017,,,,,,,
,,,BIAS UNFOUNDED,,80420188042,,January 2018,,,,,,,
,,,BIAS UNFOUNDED,,83301783364,,March 2017,,,,,,,
,,,BIAS UNFOUNDED,,84320178430,,January 2017,,,,,,,
,,,BIAS UNFOUNDED,,89001889098,,March 2018,,,,,,,
,,,BIAS UNFOUNDED,,90020900706,,January 2020,,,,,,,
,,,BIAS UNFOUNDED,,90119901395,,January 2019,,,,,,,
,,,BIAS UNFOUNDED,,90219902244,,February 2019,,,,,,,
,,,BIAS UNFOUNDED,,90319903110,,February 2019,,,,,,,
,,,BIAS UNFOUNDED,,90519905618,,April 2019,,,,,,,
,,,BIAS UNFOUNDED,,90716907824,,July 2016,,,,,,,
,,,BIAS UNFOUNDED,,90917909511,,July 2017,,,,,,,
,,,BIAS UNFOUNDED,,91117911296,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,91217912802,,August 2017,,,,,,,
,,,BIAS UNFOUNDED,,91218912959,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,91318913008,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,91318913540,,August 2018,,,,,,,
,,,BIAS UNFOUNDED,,91319913967,,August 2019,,,,,,,
,,,BIAS UNFOUNDED,,95501995576,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,96201996239,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,96201996296,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,98001998010,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,98001998086,,March 2019,,,,,,,
,,,BIAS UNFOUNDED,,98401898431,,March 2018,,,,,,,
,,,UNKNOWN,,11318113780,,April 2018,,,,,,,
,,,UNKNOWN,,11618116641,,April 2018,,,,,,,
,,,UNKNOWN,,11918119239,,April 2018,,,,,,,
,,,UNKNOWN,,13316133821,,April 2016,,,,,,,
,,,UNKNOWN,,14318143454,,May 2018,,,,,,,
,,,UNKNOWN,,16317163203,,May 2017,,,,,,,
,,,UNKNOWN,,16318163747,,May 2018,,,,,,,
,,,UNKNOWN,,17015170217,,May 2015,,,,,,,
,,,UNKNOWN,,17019170547,,May 2019,,,,,,,
,,,UNKNOWN,,17217172594,,June 2017,,,,,,,
,,,UNKNOWN,,17819178408,,May 2019,,,,,,,
,,,UNKNOWN,,18117181640,,June 2017,,,,,,,
,,,UNKNOWN,,18518185939,,June 2018,,,,,,,
,,,UNKNOWN,,18817188195,,June 2017,,,,,,,
,,,UNKNOWN,,19116191573,,June 2016,,,,,,,
,,,UNKNOWN,,19316193012,,June 2016,,,,,,,
,,,UNKNOWN,,19619196296,,June 2019,,,,,,,
,,,UNKNOWN,,20115201853,,June 2015,,,,,,,
,,,UNKNOWN,,25417254039,,August 2017,,,,,,,
,,,UNKNOWN,,25701525749,,April 2015,,,,,,,
,,,UNKNOWN,,26015260623,,July 2015,,,,,,,
,,,UNKNOWN,,27618276911,,August 2018,,,,,,,
,,,UNKNOWN,,28518285382,,August 2018,,,,,,,
,,,UNKNOWN,,29717297773,,September 2017,,,,,,,
,,,UNKNOWN,,30815308034,,September 2015,,,,,,,
,,,UNKNOWN,,31118311790,,September 2018,,,,,,,
,,,UNKNOWN,,31215312369,,September 2015,,,,,,,
,,,UNKNOWN,,31419314989,,September 2019,,,,,,,
,,,UNKNOWN,,33016330254,,October 2016,,,,,,,
,,,UNKNOWN,,33115331443,,September 2015,,,,,,,
,,,UNKNOWN,,34215342436,,October 2015,,,,,,,
,,,UNKNOWN,,35016350832,,October 2016,,,,,,,
,,,UNKNOWN,,35315353031,,October 2015,,,,,,,
,,,UNKNOWN,,35417354308,,October 2017,,,,,,,
,,,UNKNOWN,,35818358190,,October 2018,,,,,,,
,,,UNKNOWN,,36815368839,,October 2015,,,,,,,
,,,UNKNOWN,,37401937488,,February 2019,,,,,,,
,,,UNKNOWN,,37416374429,,November 2016,,,,,,,
,,,UNKNOWN,,37618376962,,November 2018,,,,,,,
,,,UNKNOWN,,38017380518,,November 2017,,,,,,,
,,,UNKNOWN,,39818398423,,November 2018,,,,,,,
,,,UNKNOWN,,42519425499,,December 2019,,,,,,,
,,,UNKNOWN,,57001857016,,February 2018,,,,,,,
,,,UNKNOWN,,63001863042,,February 2018,,,,,,,
,,,UNKNOWN,,68017680653,,May 2017,,,,,,,
,,,UNKNOWN,,68017680654,,May 2017,,,,,,,
,,,UNKNOWN,,74201874227,,March 2018,,,,,,,
,,,UNKNOWN,,74702074704,,March 2020,,,,,,,
,,,UNKNOWN,,78401978442,,March 2019,,,,,,,
,,,UNKNOWN,,80118801748,,May 2018,,,,,,,
,,,UNKNOWN,,80118801751,,April 2018,,,,,,,
,,,UNKNOWN,,81301981366,,March 2019,,,,,,,
,,,UNKNOWN,,81602081640,,March 2020,,,,,,,
,,,UNKNOWN,,90201890264,,March 2018,,,,,,,
,,,UNKNOWN,,90301690317,,March 2016,,,,,,,
,,,UNKNOWN,,91116911282,,September 2016,,,,,,,
,,,UNKNOWN,,91517915728,,October 2017,,,,,,,
,,,UNKNOWN,,92301992334,,March 2019,,,,,,,
Disability,ANTI-MENTAL DISABILITY,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,11901711962,Simple Assault,January 2017,22,Male,Black,50,Female,White,RELATIONSHIP UNKNOWN
Disability,ANTI-MENTAL DISABILITY,,BIAS INCIDENT,Residence/Home,14421144143,Simple Assault,May 2021,,,,19,Female,White,
Ethnicity,ANTI-ARAB,,BIAS CRIME,Parking/Drop Lot/Garage,26122261611,Simple Assault,September 2022,63,Male,White,29,Male,Unknown,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-ARAB,,BIAS CRIME,Restaurant,12117121334,Aggravated Assault,April 2017,30,Male,White,22,Male,Black,VICTIM WAS STRANGER
Ethnicity,ANTI-ARAB,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,32321323844,Aggravated Assault,November 2021,52,Male,White,24,Male,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-ARAB,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,32321323844,Aggravated Assault,November 2021,52,Male,White,57,Male,White,VICTIM WAS STRANGER
Ethnicity,ANTI-ARAB,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,20222202470,Simple Assault,July 2022,61,Female,White,19,Male,Asian,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-ARAB,,BIAS INCIDENT,Residence/Home,23521235920,,August 2021,,,,,,,
Ethnicity,ANTI-ARAB,VICTIM,BIAS CRIME,Cyberspace,39519395230,Intimidation,November 2019,,,,,,,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-ARAB,VICTIM,BIAS CRIME,Restaurant,11022110446,Vandalism,April 2022,,,,42,Male,White,
Ethnicity,ANTI-ARAB,VICTIM,BIAS CRIME,Restaurant,11022110446,Vandalism,April 2022,,,,58,Female,Asian,
Ethnicity,ANTI-ARAB,VICTIM,BIAS CRIME,Restaurant,33718337949,Vandalism,October 2018,30,Male,White,,,,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Air/Bus/Train Terminal,66602266605,Simple Assault,March 2022,53,Male,White,26,Male,Latinx,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Air/Bus/Train Terminal,66602266605,Simple Assault,March 2022,67,Male,White,26,Male,Latinx,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Auto Dealership/New/Used,17520175796,Aggravated Assault,May 2020,,,,23,Male,Native American,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Park/Playground,17121171118,Robbery,June 2021,34,Male,White,53,Female,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,21621216892,Disorderly Conduct,August 2021,47,Male,White,,,,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,33521335815,Intimidation,December 2021,51,Male,Latinx,2,Male,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,33521335815,Intimidation,December 2021,51,Male,Latinx,3,Male,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,33521335815,Intimidation,December 2021,51,Male,Latinx,21,Female,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,33521335815,Intimidation,December 2021,51,Male,Latinx,30,Male,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,11120111907,Simple Assault,April 2020,38,Male,White,37,Female,White,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,25221252717,,September 2021,,,,,,,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,32,Female,Latinx,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,37,Female,White,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,43,Female,White,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,49,Female,White,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,51,Female,Latinx,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,51,Female,White,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Parking/Drop Lot/Garage,24122241586,Vandalism,September 2022,,,,58,Female,White,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Residence/Home,12421124821,,May 2021,,,,,,,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,19921199905,,July 2021,,,,,,,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,68002268087,,March 2022,50,Male,Latinx,37,Male,Latinx,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,68002268087,,March 2022,50,Male,Latinx,48,Female,Latinx,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,99402299445,,April 2022,,,,,,,
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11721117675,Vandalism,May 2021,28,Male,White,32,Male,Latinx,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11721117675,Vandalism,May 2021,28,Male,White,49,Male,Latinx,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11721117675,Vandalism,May 2021,39,Male,White,32,Male,Latinx,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC or LATINO,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,11721117675,Vandalism,May 2021,39,Male,White,49,Male,Latinx,RELATIONSHIP UNKNOWN
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Bar/ Nightclub,31119311310,Aggravated Assault,September 2019,30,Female,White,50,Male,White,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,15,Female,Asian,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,15,Male,Asian,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,16,Female,Asian,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,22,Female,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,22,Female,White,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,22,Male,Latinx,VICTIM WAS STRANGER
Ethnicity,ANTI-HISPANIC OR LATINO,,BIAS CRIME,Dock/Wharf/Freight/Modal Terminal,27118271121,Simple Assault,August 2018,,Male,White,22,Male,White,VICTIM WAS STRANGER
